name,seller,price,status,link,image,
Scott Single-Fold Paper Towels 3000 ct.,BJ's,22.99,,https://www.bjs.com//product/scott-single-fold-paper-towels-3000-ct/3000000000000156423,//s7d6.scene7.com/is/image/bjs/18864?$bjs-180$
Scott Dispenser Hard Roll Paper Towels 6 pk.,BJ's,39.99,,https://www.bjs.com//product/scott-dispenser-hard-roll-paper-towels-6-pk/3000000000000185495,//s7d6.scene7.com/is/image/bjs/208178?$bjs-180$
Scott Rags in a Box 300-Sheet Paper Towel Roll,BJ's,14.99,,https://www.bjs.com//product/scott-rags-in-a-box-300-sheet-paper-towel-roll/3000000000000167725,//s7d6.scene7.com/is/image/bjs/644284?$bjs-180$
Scott C-Fold Paper Towels 2400 ct.,BJ's,29.99,,https://www.bjs.com//product/scott-c-fold-paper-towels-2400-ct/3000000000000176247,//s7d6.scene7.com/is/image/bjs/30557?$bjs-180$
Scott Paper Towels Choose-A-Sheet with Quick Absorbing Ridges 24 pk.,BJ's,29.99,,https://www.bjs.com//product/scott-paper-towels-choose-a-sheet-with-quick-absorbing-ridges-24-pk/3000000000001526247,//s7d6.scene7.com/is/image/bjs/207875?$bjs-180$
Scott All Purpose Rags On A Roll 6 pk,BJ's,14.99,,https://www.bjs.com//product/scott-all-purpose-rags-on-a-roll-6-pk/3000000000002292749,//s7d6.scene7.com/is/image/bjs/247425?$bjs-180$
Vanity Fair Extra Absorbent Premium Napkins 240 ct.,BJ's,6.99,,https://www.bjs.com//product/vanity-fair-extra-absorbent-premium-napkins-240-ct/3000000000001819265,//s7d6.scene7.com/is/image/bjs/233144?$bjs-180$
Scott Jumbo Roll Jr. Bath Tissue Dispenser,BJ's,21.99,,https://www.bjs.com//product/scott-jumbo-roll-jr-bath-tissue-dispenser/3000000000001427761,//s7d6.scene7.com/is/image/bjs/192324?$bjs-180$
Scott Universal Folded Towel Dispenser,BJ's,9.98,,https://www.bjs.com//product/scott-universal-folded-towel-dispenser/3000000000000876624,//s7d6.scene7.com/is/image/bjs/97549?$bjs-180$
Bounty Essentials Select-A-Size Paper Towels 12 ct.,BJ's,17.99,,https://www.bjs.com//product/bounty-essentials-select-a-size-paper-towels-12-ct/3000000000002371253,//s7d6.scene7.com/is/image/bjs/250929?$bjs-180$
Kamenstein Wave Perfect Tear Paper Towel Holder- Brushed Stainless Steel,BJ's,14.99,,https://www.bjs.com//product/kamenstein-wave-perfect-tear-paper-towel-holder--brushed-stainless-steel/3000000000002339252,//s7d6.scene7.com/is/image/bjs/249159?$bjs-180$
Angel Soft Toilet Paper 36 Mega Rolls (= 144 Regular Rolls),Walmart,29.91,Available Online,https://www.walmart.com//ip/Angel-Soft-Toilet-Paper-36-Mega-Rolls-144-Regular-Rolls/565137468,https://i5.walmartimages.com/asr/55f0cfd1-55f7-49c1-8d5b-0814381e5736_1.45e80242d9e8d68ad3cec33da387de89.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff
Quilted Northern Ultra Soft & Strong Toilet Paper 12 Mega Rolls (= 48 Regular Rolls),Walmart,12.12,Available Online,https://www.walmart.com//ip/Quilted-Northern-Ultra-Soft-Strong-Toilet-Paper-12-Mega-Rolls-48-Regular-Rolls/805936153,https://i5.walmartimages.com/asr/4110bc92-2dca-48bc-b09c-8470d0222b8b.b15d0a860f837d6a18deed3a1d8515e3.png?odnHeight=200&odnWidth=200&odnBg=ffffff
Scott 1000 Sheets Per Roll 12 Toilet Paper Rolls Bath Tissue,Walmart,8.53,Available Online,https://www.walmart.com//ip/Scott-1000-Sheets-Per-Roll-12-Toilet-Paper-Rolls-Bath-Tissue/15610707,https://i5.walmartimages.com/asr/1a242ab0-965c-4e42-b059-1043822b1996.92d82be9beb4f12a8c67d8449c91e8c8.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff
Cottonelle Ultra CleanCare Strong Toilet Paper 12 Mega Rolls Bath Tissue,Walmart,12.48,Available Online,https://www.walmart.com//ip/Cottonelle-Ultra-CleanCare-Strong-Toilet-Paper-12-Mega-Rolls-Bath-Tissue/331701566,https://i5.walmartimages.com/asr/2745c3d2-dc49-42cc-b124-b9ad0af593bf.4a8b4b6867769873f734ff11807537dc.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff
Angel Soft Toilet Paper Linen 36 Mega Rolls (= 144 Regular Rolls),Walmart,30.19,Available Online,https://www.walmart.com//ip/Angel-Soft-Toilet-Paper-Linen-36-Mega-Rolls-144-Regular-Rolls/927592158,https://i5.walmartimages.com/asr/e09b50e4-bf32-4f0e-bf86-6dda409a0c86.6b63f07f883632fd57fccd5be525451b.png?odnHeight=200&odnWidth=200&odnBg=ffffff
Angel Soft Toilet Paper 18 Mega Rolls (= 72 Regular Rolls),Walmart,14.97,Available Online,https://www.walmart.com//ip/Angel-Soft-Toilet-Paper-18-Mega-Rolls-72-Regular-Rolls/560670675,https://i5.walmartimages.com/asr/ac1ac418-6dd4-428c-9fb7-90e968ba5713_2.135a2dfa71851db5b6bf9a0b067e0369.png?odnHeight=200&odnWidth=200&odnBg=ffffff
Quilted Northern Ultra Plush Toilet Paper 18 Mega Rolls (= 72 Regular Rolls),Walmart,17.48,Available Online,https://www.walmart.com//ip/Quilted-Northern-Ultra-Plush-Toilet-Paper-18-Mega-Rolls-72-Regular-Rolls/700651045,https://i5.walmartimages.com/asr/3be6e270-7987-4ca1-9714-d9bca25d28d9.1bee3831da444a2da6db2ca9722b8f2d.png?odnHeight=200&odnWidth=200&odnBg=ffffff
Angel Soft Toilet Paper Lavender 36 Mega Rolls,Walmart,30.19,Available Online,https://www.walmart.com//ip/Angel-Soft-Toilet-Paper-Lavender-36-Mega-Rolls/355519105,https://i5.walmartimages.com/asr/8c4b2a99-d2cd-482d-b679-c1a334553e0a.7270cd7e8b903e5e243a447ce32334af.png?odnHeight=200&odnWidth=200&odnBg=ffffff
Scott ComfortPlus Toilet Paper 12 Mega Rolls,Walmart,9.98,Available Online,https://www.walmart.com//ip/Scott-ComfortPlus-Toilet-Paper-12-Mega-Rolls/210890182,https://i5.walmartimages.com/asr/4a37d241-faa8-4a2a-9639-69bf1f72ab76.65c687401bf8fc012e3b176fdc9a1983.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff
Cottonelle Ultra ComfortCare Soft Toilet Paper 12 Mega Rolls Bath Tissue,Walmart,12.48,Available Online,https://www.walmart.com//ip/Cottonelle-Ultra-ComfortCare-Soft-Toilet-Paper-12-Mega-Rolls-Bath-Tissue/370602672,https://i5.walmartimages.com/asr/25bb4c13-f0fd-416b-b1c6-adc566b42dde.b0901e0522467f30f7c143c2398eaae9.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff
